"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"3982","No","yes",99.8,101,112.5,75,7.5,6,0
"3983","No","no",254.8,97,217.6,117,9,4,1
"3984","Yes","no",244.5,72,299.8,110,7.6,1,5
"3985","No","no",167.7,74,166.5,73,10.9,2,1
"3986","No","no",79.5,121,121.8,108,11.7,7,2
"3987","Yes","no",133,94,181,128,9.9,3,4
"3988","Yes","no",297.2,113,188.9,100,12.4,6,1
"3989","No","no",214.9,72,153.1,79,11.9,2,2
"3990","No","no",269.9,99,166.6,139,13.8,1,1
"3991","No","no",143.8,102,177.8,65,7.8,4,1
"3992","Yes","no",132.2,122,150.1,123,12.9,11,3
"3993","No","no",162.8,117,242.4,140,14.2,2,1
"3994","Yes","no",351.5,95,275.8,146,11.9,4,1
"3995","No","no",165.8,96,323.2,62,10.7,6,0
"3996","No","no",195.7,108,177,84,11.7,2,2
"3997","No","no",250.6,100,186.2,100,9.7,6,2
"3998","No","no",141.9,112,223.5,77,9.2,6,1
"3999","No","no",168.5,80,199.1,126,8.1,2,1
"4000","No","no",127.6,88,195,87,10.1,3,0
"4001","No","no",197.2,111,209.8,84,4.2,2,1
"4002","No","no",217.4,98,127,92,7.5,8,1
"4003","Yes","yes",97.2,91,235,116,10.1,2,1
"4004","No","no",87.7,91,173.1,87,12.3,4,1
"4005","No","no",186.4,75,150.6,80,12.1,2,1
"4006","No","no",180,110,182.3,95,11.8,10,0
"4007","No","no",232.4,92,213,138,7.7,4,1
"4008","No","no",151.6,119,173.4,91,11.6,3,3
"4009","No","no",172.2,81,184.3,90,11.1,6,3
"4010","No","no",260.9,88,262.8,98,10.6,4,1
"4011","No","no",124.4,109,166.1,89,10.2,4,2
"4012","No","no",126.8,101,249.6,117,11.4,8,2
"4013","No","no",110,107,208,94,11.7,3,1
"4014","No","no",231.1,92,227.2,89,9.8,5,4
"4015","No","no",187.4,74,235.7,102,10.2,1,1
"4016","No","no",166.4,114,260.1,77,10.9,3,3
"4017","No","yes",172.5,118,230.2,105,12.6,3,1
"4018","No","no",141.8,85,133.6,126,10.9,3,1
"4019","Yes","yes",159.5,95,176.3,99,5.4,4,5
"4020","No","no",218.9,124,189.7,52,11,6,2
"4021","No","no",138.7,101,165.6,92,7.8,1,2
"4022","Yes","yes",158.1,101,176.1,108,13.9,2,3
"4023","No","no",97.9,138,262.2,92,9.2,4,1
"4024","Yes","no",103.5,105,248.2,95,11.7,2,5
"4025","No","no",206.3,113,234.3,119,8.1,6,2
"4026","No","no",211.5,121,186.2,103,13.5,1,3
"4027","No","no",229.2,103,190.1,67,7.4,6,3
"4028","Yes","no",125,96,205.7,75,10.2,4,1
"4029","No","no",141.3,127,218.8,114,8.1,3,3
"4030","No","no",119,94,199.7,65,8.8,5,2
"4031","Yes","no",260.6,81,243.3,117,12.8,9,0
"4032","No","no",149.2,128,156.3,111,12.2,4,1
"4033","No","no",163.7,109,266.2,101,10.4,2,1
"4034","No","no",223,109,138.6,126,11.6,8,2
"4035","No","no",200.2,115,185.4,102,12.8,2,3
"4036","No","no",248.6,59,112.5,117,6.5,3,2
"4037","No","no",214.2,80,156.4,109,10.3,2,2
"4038","No","no",245.6,128,111.8,118,14.2,7,2
"4039","No","no",238.6,85,180.5,127,16.2,8,0
"4040","No","yes",86.1,97,225.8,102,9.1,3,3
"4041","No","no",161.6,94,220.8,71,10.3,7,2
"4042","Yes","no",257.9,80,225.4,70,16.8,3,2
"4043","No","no",209.2,127,196.8,98,10.6,8,3
"4044","No","no",214,57,205.6,68,10.3,2,1
"4045","No","no",247.4,106,207.6,113,6.8,1,5
"4046","No","no",196,104,150.8,92,9.6,4,0
"4047","No","no",129.8,112,262.5,104,8.6,3,1
"4048","No","no",239.1,96,259.2,112,14,2,0
"4049","Yes","no",133.2,80,261,102,12,3,3
"4050","No","no",135.7,34,209.3,115,12.2,8,1
"4051","No","no",211,117,184.5,99,14,8,1
"4052","No","no",135.2,93,228.1,112,10,2,3
"4053","No","no",158.2,132,219.3,86,15.1,4,1
"4054","Yes","no",140.8,126,141.7,79,6.4,5,4
"4055","No","no",160.2,103,255.7,87,12.9,3,1
"4056","No","no",153.7,86,176.6,140,9.6,8,1
"4057","No","no",237.6,86,163.6,103,14.2,2,2
"4058","No","no",182.1,92,206.4,128,7.2,2,2
"4059","No","no",198.7,108,216.8,95,9.5,3,2
"4060","No","no",151.1,117,172.6,99,9.2,8,1
"4061","No","no",219,126,197,112,9,8,3
"4062","No","no",195.2,84,185.3,147,11.9,3,0
"4063","Yes","yes",209.9,79,101.8,103,11.4,2,2
"4064","No","no",81.7,133,203.8,112,12.3,6,3
"4065","No","yes",130.7,86,204.8,103,11.9,6,0
"4066","No","no",265.9,112,185.2,106,14.6,7,1
"4067","No","yes",186.5,106,168.5,128,10.5,6,2
"4068","Yes","no",185.6,115,188.2,122,6.7,4,4
"4069","No","no",249.7,91,234.2,88,10.5,1,1
"4070","No","no",204.1,116,108.1,154,8.1,1,2
"4071","No","no",135.8,108,181.5,91,6.4,4,0
"4072","No","no",83.2,93,242.6,112,10.7,4,1
"4073","No","no",211.4,105,199.6,129,9.3,2,2
"4074","No","no",185.8,102,202.8,86,13.3,6,2
"4075","No","no",123.6,113,242.9,97,10.3,4,0
"4076","No","no",202.5,91,219.6,102,10.1,4,3
"4077","No","no",169.4,127,172.4,103,10.7,2,1
"4078","No","no",135.2,76,129.3,105,9,6,0
"4079","No","no",125.1,103,186.2,78,11.8,1,1
"4080","Yes","no",287.1,83,151.5,42,11,4,1
"4081","No","no",199.7,107,198.8,125,8.3,5,0
"4082","No","no",247.6,114,264.4,107,7.1,3,1
"4083","No","no",158.5,93,146.2,116,16.6,3,0
"4084","No","no",160.8,97,147.9,101,10.3,3,3
"4085","No","no",118.5,92,186.2,96,9,6,1
"4086","No","no",181,107,175.8,41,9.9,4,7
"4087","No","no",140.3,52,111.7,86,11.1,6,1
"4088","Yes","yes",160.6,101,221.7,100,8.8,2,1
"4089","No","no",111.9,105,302.8,108,10.1,5,1
"4090","No","no",120.5,107,258,121,10.5,5,0
"4091","No","no",156.3,117,316.4,121,6.8,4,1
"4092","No","no",242.4,89,142.4,95,5.4,2,1
"4093","No","no",178.4,81,251.4,109,10.8,2,1
"4094","Yes","no",258.7,94,247.2,73,11.4,2,1
"4095","No","no",124.3,104,290,110,7.2,3,1
"4096","No","no",94.9,114,181,71,10.8,6,0
"4097","No","no",182,101,208.9,131,13.4,3,4
"4098","No","no",162,62,197.5,82,9.1,4,1
"4099","No","no",176.6,83,185.3,89,9.4,1,0
"4100","No","no",198.8,141,177.1,109,15.2,2,4
"4101","No","yes",156.1,98,190,69,11.4,4,0
"4102","No","no",150.6,106,173.2,109,9.5,5,1
"4103","No","no",198.3,100,131.5,85,9.2,5,2
"4104","No","no",189.1,141,280.2,103,2.2,7,1
"4105","No","no",156.9,74,181,99,8.8,2,1
"4106","No","no",67,76,236.5,151,11.2,2,1
"4107","No","no",261.3,89,120.2,124,10.5,2,0
"4108","No","no",135.1,92,147.1,74,14.7,5,3
"4109","No","yes",92.1,109,133.3,102,9.7,11,2
"4110","No","no",173.5,121,138.3,105,7.8,5,1
"4111","No","yes",156.3,82,143.7,93,8.3,7,5
"4112","No","no",274.7,79,296.9,74,9.4,10,1
"4113","Yes","no",244.7,84,194.9,61,10.5,1,2
"4114","No","yes",183.6,96,135.2,71,11.8,4,0
"4115","No","no",167.1,80,179.9,103,11.6,3,5
"4116","No","no",177.1,120,183.8,93,12.7,5,3
"4117","No","no",217.8,120,227.7,111,11.6,3,0
"4118","No","no",143.7,96,108.9,94,8.6,1,2
"4119","No","no",185,104,85.4,105,14.6,2,1
"4120","No","no",235.6,65,138.7,105,11.3,5,1
"4121","Yes","yes",265.5,75,169.9,128,14.8,6,2
"4122","Yes","no",332.1,91,277.8,99,11.3,3,1
"4123","No","yes",223.4,89,226.2,85,7.7,5,3
"4124","No","no",163.6,109,186.2,141,12.3,5,0
"4125","No","no",190,125,216.8,68,15.9,3,3
"4126","No","no",153.7,100,242.3,53,14.1,3,1
"4127","No","no",160.3,87,185.3,96,8.7,11,2
"4128","No","no",114.5,100,112.7,85,7.8,5,0
"4129","No","no",140.9,68,123.6,96,13.6,4,3
"4130","No","no",168.4,85,162.5,83,4.6,4,3
"4131","Yes","no",150.9,92,223.6,107,8.3,4,5
"4132","Yes","no",255.1,96,226.5,74,10.6,2,0
"4133","No","no",154,127,213,56,8.6,2,6
"4134","No","no",94.5,107,196.2,131,15,5,1
"4135","No","no",135,116,170.3,130,11.1,15,1
"4136","Yes","no",286.9,113,137.1,94,12.6,6,0
"4137","No","no",165.4,70,121.8,106,10.4,9,1
"4138","Yes","no",222,99,204.1,131,8.2,5,3
"4139","No","yes",209.8,85,230.1,92,8.7,6,0
"4140","No","no",158.3,99,192.7,108,12.5,3,2
"4141","Yes","no",252.3,120,284.4,96,9.2,2,1
"4142","Yes","no",255.5,93,317.3,85,12.7,4,1
"4143","No","no",101.7,71,182.1,112,7.3,3,3
"4144","No","no",227.9,105,223.2,120,14.2,5,3
"4145","No","no",185,113,167.3,78,12,2,0
"4146","No","no",142.2,96,183.7,92,7.1,4,1
"4147","No","no",140,100,258.5,111,13.3,4,1
"4148","No","no",157.5,96,138.2,84,10.7,6,2
"4149","No","no",237.5,130,194.1,107,10.1,3,0
"4150","No","no",164.5,79,203.9,102,9.8,2,1
"4151","No","no",190.7,100,167.3,100,12.8,2,0
"4152","No","no",215.5,81,170.3,59,10.3,3,1
"4153","No","no",119.9,83,187.6,159,16.6,2,1
"4154","Yes","yes",196.7,100,173.8,83,7.8,1,4
"4155","No","no",230.7,122,142,86,8.7,3,2
"4156","No","no",131.3,39,278.8,100,8.5,2,2
"4157","No","no",167.2,100,251.3,76,6.1,6,3
"4158","Yes","no",222.3,102,297.2,97,5.7,2,0
"4159","Yes","no",198.6,92,221.7,83,7.3,6,2
"4160","No","no",139.4,109,244.9,105,4.6,3,1
"4161","No","no",130.4,121,84.1,85,9.8,3,2
"4162","No","no",184.6,88,309.7,58,14.3,2,3
"4163","Yes","yes",169.7,96,245.1,86,14.2,4,0
"4164","No","no",153.2,131,218.5,74,10.1,5,1
"4165","No","no",224.5,96,214.5,100,9.1,1,2
"4166","Yes","no",247.8,95,224.1,105,9.5,6,1
"4167","No","yes",177.1,104,191.8,131,9.7,5,2
"4168","No","no",134.5,119,250.7,112,9.3,5,0
"4169","No","no",201.8,66,173.7,112,9.5,3,0
"4170","No","no",180.5,114,192.9,97,10.2,4,2
"4171","No","no",164.5,95,194.7,97,7.4,1,4
"4172","Yes","yes",171.9,96,321.7,76,10.5,1,1
"4173","No","no",244.2,83,144.5,113,7,4,1
"4174","No","no",221.4,69,120.6,91,13.7,4,1
"4175","No","no",241.5,114,201.6,93,14.1,3,3
"4176","No","no",116.5,77,180.6,72,16.1,2,3
"4177","No","no",158.1,107,200.3,126,8.3,7,1
"4178","No","no",121.6,81,231.4,81,8.6,5,3
"4179","No","no",178.3,94,284.6,109,15,2,0
"4180","No","no",215.8,79,221.8,109,5.6,4,2
"4181","No","no",222.5,134,194.6,90,9.7,4,2
"4182","No","no",264.5,75,141.9,93,8,1,1
"4183","No","no",123.7,93,174.5,118,10.6,2,1
"4184","No","no",244.8,76,222.8,102,10,3,0
"4185","No","no",212.8,108,235.9,96,9.8,11,0
"4186","Yes","no",297.4,63,242.3,72,11,2,2
"4187","No","no",147.8,95,154.9,118,8.6,8,1
"4188","No","yes",187.1,75,214.4,124,5.5,7,2
"4189","No","no",236.5,84,228.6,124,8.3,6,2
"4190","No","no",186.5,108,187.8,103,11,5,1
"4191","Yes","yes",286.1,101,232.8,89,10.3,1,4
"4192","No","no",107.2,100,212.6,96,8.3,3,2
"4193","No","no",93.1,68,94.9,109,8.7,8,1
"4194","No","no",132.4,110,176.5,100,13,6,2
"4195","No","no",80.7,99,214.6,130,8.8,3,0
"4196","No","no",114.5,103,135.8,74,10.7,3,0
"4197","Yes","no",155.5,92,123.3,106,10.5,3,4
"4198","No","no",184.7,130,249.1,91,9,4,1
"4199","No","no",94.1,127,168.7,69,10.3,6,2
"4200","No","no",229.3,110,155,105,7.9,4,1
"4201","No","no",223.8,109,201.6,111,8.8,8,1
"4202","No","no",154.4,141,167.9,109,7.8,3,3
"4203","Yes","no",190.2,107,102.1,136,14.2,5,4
"4204","No","no",167,120,131,107,8.6,2,1
"4205","No","no",154.8,113,213,81,11.6,5,0
"4206","No","no",293.4,122,212,50,6.9,6,1
"4207","No","no",160.5,113,212.6,93,8.2,3,3
"4208","No","no",230.2,110,206.3,38,11.9,2,0
"4209","No","no",191.9,95,202.6,113,8.2,5,0
"4210","No","no",131.5,119,155.3,83,11.1,7,1
"4211","Yes","no",171.6,116,242.1,85,12.1,4,0
"4212","Yes","no",242.1,69,237.7,106,10,5,3
"4213","No","no",157.3,61,196,107,10.6,1,1
"4214","No","yes",192.7,82,204.2,95,9,6,1
"4215","No","no",175.6,91,201.5,100,9.9,2,1
"4216","No","no",239.6,84,118.3,100,11,3,2
"4217","No","no",96.9,110,141,69,10.8,3,0
"4218","No","no",129.5,104,287.9,65,7.2,7,2
"4219","No","yes",274,75,110,121,7.7,3,4
"4220","No","no",111.7,86,194.8,128,11.6,10,2
"4221","No","no",142.7,82,141.4,88,5,8,3
"4222","No","no",216.7,91,231.1,110,9,4,1
"4223","No","no",207.1,106,65.2,107,10.5,2,3
"4224","No","no",214.8,86,223.8,100,5.8,3,3
"4225","No","no",142.9,67,293.6,112,11.5,6,0
"4226","Yes","yes",71.5,126,211.6,86,8.3,2,3
"4227","No","no",77.6,113,191,79,14.9,4,1
"4228","No","no",73.7,66,214.2,67,13,6,3
"4229","Yes","no",264.3,90,208.8,72,9.6,3,0
"4230","Yes","yes",103.2,100,336.1,111,14,4,2
"4231","Yes","yes",114.8,156,218.4,98,15.6,4,1
"4232","No","no",212.5,124,128,94,5.2,9,3
"4233","No","no",288.2,120,198.2,113,13.3,7,1
"4234","No","no",192.4,98,132.9,82,11.2,1,0
"4235","No","no",102.2,76,183.4,136,10.8,4,1
"4236","No","yes",49.5,114,154.9,120,10,4,0
"4237","Yes","no",153.2,70,115.1,80,9.8,3,4
"4238","No","no",55.5,79,128.1,59,10.1,4,1
"4239","No","no",247.2,61,169.8,100,6.6,1,0
"4240","No","no",99.7,116,221.3,76,13.9,5,3
"4241","No","no",220.2,117,165.9,132,10.8,1,2
"4242","No","no",116.9,75,307.4,119,10,8,2
"4243","No","no",175.9,98,278.2,110,10.6,5,0
"4244","No","no",208,95,266,80,11.7,6,3
"4245","No","no",239.9,110,166,46,12.1,4,1
"4246","No","no",136.5,95,233.6,93,9.9,10,1
"4247","No","yes",174.8,112,180.1,102,12.7,6,3
"4248","No","no",141.5,94,172.4,100,12.9,1,3
"4249","No","no",79.2,123,224.6,104,10.2,4,3
"4250","No","no",238.9,102,248.5,103,13.4,4,0
"4251","No","no",179.8,104,209.1,89,11.1,8,3
"4252","Yes","no",225.9,78,84.1,94,13.5,2,2
"4253","No","no",189.8,113,218.9,96,13,5,1
"4254","Yes","no",267,97,246.9,67,11.3,7,1
"4255","No","no",217.3,79,166.5,69,11.5,7,1
"4256","No","no",129.1,92,264,103,16.8,7,2
"4257","No","no",135.5,110,208,88,10.7,4,2
"4258","Yes","no",183.4,63,153.5,83,10.7,4,4
"4259","Yes","no",223,109,257.8,132,7.5,7,3
"4260","No","no",125.5,106,209.1,112,15,4,2
"4261","No","no",202,60,266.4,90,12,1,2
"4262","No","no",140,135,230.2,121,6.1,6,0
"4263","No","no",126,90,217,121,12.8,1,0
"4264","No","no",228.2,68,168.9,72,10.2,6,1
"4265","Yes","no",278.4,121,202.3,96,13.7,1,1
"4266","No","no",285.3,75,181.8,99,10.5,2,2
"4267","No","no",222.9,100,170.6,129,5.6,8,1
"4268","No","no",153.7,97,179,121,8.3,2,1
"4269","Yes","yes",176.1,88,189.9,99,11.2,1,2
"4270","No","no",306.9,71,125.9,114,10.5,4,2
"4271","No","no",203.4,85,240,107,8.3,5,1
"4272","No","no",230.7,112,299.4,77,7.9,3,2
"4273","No","no",118.9,106,195,131,13.1,4,0
"4274","No","no",219.5,85,258.2,84,7,3,1
"4275","No","yes",252.9,103,144.9,65,11.4,3,0
"4276","No","no",172.6,77,264.2,108,10.4,2,1
"4277","No","no",174.1,108,267.5,99,11.6,2,0
"4278","No","no",262,112,195.1,120,10.7,5,1
"4279","No","no",123.3,115,243.7,119,11.2,3,3
"4280","No","no",213.6,125,332.2,104,7.5,2,4
"4281","Yes","no",210.9,90,304.3,86,10.6,5,3
"4282","No","no",143.7,97,98.8,100,11.8,5,1
"4283","No","no",171.2,90,210.5,139,14,4,2
"4284","Yes","yes",189.6,96,222,102,13.9,7,1
"4285","No","no",229.5,91,162.4,76,13.2,3,2
"4286","Yes","no",128.6,108,130.1,115,10.4,2,4
"4287","No","no",214.8,82,206.7,97,7.6,11,1
"4288","No","no",187.1,110,211.4,123,8.5,2,2
"4289","No","no",209.3,90,190.1,66,7.9,5,0
"4290","No","no",141.7,102,100.1,93,11.9,8,0
"4291","No","no",173.6,66,156.5,93,5.2,3,1
"4292","No","no",176.9,75,254.1,90,6.1,4,1
"4293","Yes","yes",198.9,93,252.1,99,14.4,12,0
"4294","No","no",109.8,66,236.9,101,10.3,7,0
"4295","Yes","no",202.3,105,190.1,88,9,2,3
"4296","No","no",221.6,109,212.2,98,6.4,2,0
"4297","Yes","no",131.3,105,246.2,125,12.7,4,4
"4298","Yes","yes",274,156,195.9,93,11.3,3,3
"4299","No","no",200.3,103,249.8,100,15.5,4,1
"4300","No","no",202.3,104,239.3,63,11.2,1,3
"4301","No","no",204,119,202.6,113,9.4,4,3
"4302","No","no",193.1,114,186.2,73,11.1,1,3
"4303","No","no",202.2,132,111.4,98,8.6,4,2
"4304","No","no",245.1,118,193.6,112,8.1,3,3
"4305","No","no",158.3,71,139.9,119,6.6,6,2
"4306","No","no",138.1,79,194.2,105,12.1,1,0
"4307","No","no",212.7,92,140.3,90,12.9,6,0
"4308","Yes","no",304.2,111,207.9,98,9.5,2,7
"4309","No","no",212.4,157,199.4,112,9.7,1,2
"4310","Yes","yes",137.3,68,238.7,101,8.9,1,1
"4311","No","no",161.4,91,240.3,65,12.9,3,1
"4312","No","yes",202.9,108,219,102,12.8,5,1
"4313","No","no",272.2,75,252.6,100,9.2,2,0
"4314","No","no",98.2,103,140.2,106,13.9,1,1
"4315","No","no",80.8,81,190.1,66,11.7,6,1
"4316","No","no",207.2,114,192.8,79,9.3,4,7
"4317","No","no",227.7,134,279.4,90,8.9,7,4
"4318","No","no",208.8,117,171.5,105,13.4,3,0
"4319","No","no",159.9,61,290.2,99,13.4,4,3
"4320","No","yes",185.1,101,207.9,95,9,3,3
"4321","No","no",139.1,93,227.1,59,11.4,3,1
"4322","No","no",155.5,99,190.7,125,13.2,4,1
"4323","No","no",180.5,82,244.4,89,10.3,7,2
"4324","No","no",204.6,111,260.8,69,5.7,7,1
"4325","Yes","yes",220.4,76,239.5,112,11.4,5,1
"4326","No","no",223.2,137,96,109,8.6,4,2
"4327","No","no",109.1,114,274,112,9.6,4,0
"4328","No","no",136.5,101,146.4,91,10.9,3,2
"4329","Yes","yes",192.8,96,151.8,75,13.5,4,1
"4330","No","no",179,88,146.8,116,8.8,4,2
"4331","Yes","no",293.8,94,160.4,103,13.7,9,0
"4332","No","no",226.6,98,166.2,105,11.9,3,2
"4333","Yes","no",313.6,110,139,93,7.5,5,1
"4334","No","no",130.5,66,221.6,116,11.2,5,1
"4335","No","no",186.8,102,222.2,84,13,3,0
"4336","No","no",110.2,92,188.1,67,12.3,4,2
"4337","No","no",228.2,85,93.5,89,10.2,7,0
"4338","Yes","yes",176.6,107,178.2,80,16.6,5,2
"4339","No","no",241.4,102,196.6,104,9.4,6,0
"4340","No","no",174.8,88,87,103,8.6,6,3
"4341","No","no",171.8,64,223,96,10.3,4,1
"4342","No","no",190.8,58,211.2,104,12.3,4,1
"4343","No","no",212.3,106,224.9,79,9.4,8,3
"4344","No","no",159,123,178.9,155,15.2,3,2
"4345","No","no",178.4,103,203.3,94,7.2,3,3
"4346","No","no",222.1,123,213.5,99,9,3,0
"4347","No","no",238.9,96,102.4,95,11,1,6
"4348","No","no",101.8,105,233.2,150,7.5,5,1
"4349","No","no",190,98,216.4,58,8,6,2
"4350","No","no",120,94,214,94,8.7,1,1
"4351","No","no",145.9,90,241.3,93,8.4,1,2
"4352","No","no",179.8,82,132.6,85,12,5,1
"4353","No","no",225.7,70,167.9,88,13.8,3,1
"4354","No","no",199.7,109,241,109,7.1,2,0
"4355","No","no",150,63,202.3,99,9.2,5,3
"4356","Yes","yes",247.1,114,208.9,94,10.6,2,4
"4357","No","no",215.7,75,211.2,91,11.4,5,2
"4358","No","no",94.8,102,279.4,94,11.6,3,2
"4359","No","no",79.3,115,245.7,99,10.1,4,1
"4360","No","no",157.2,81,215.7,141,9.9,9,1
"4361","No","no",119.8,123,219.8,111,12.4,5,1
"4362","No","no",170.6,116,214.2,111,9.6,13,1
"4363","No","no",229.1,86,245.4,75,14.6,2,1
"4364","No","no",135.1,112,115.2,108,11.1,6,1
"4365","No","yes",136.8,112,93.2,90,10.3,5,2
"4366","No","no",239.7,112,207.3,109,11.1,3,2
"4367","Yes","yes",159.6,136,142.1,53,7.3,4,4
"4368","No","no",231.2,125,171.2,87,12.4,2,4
"4369","No","no",203.7,95,177.1,103,7.9,1,3
"4370","No","no",157.8,122,137.1,81,5.6,2,2
"4371","Yes","no",160.6,110,120.2,104,9.1,4,1
"4372","Yes","yes",261.1,96,71.1,89,0,0,3
"4373","No","no",138.7,92,247.9,119,9.8,5,1
"4374","No","no",226.6,126,94.9,123,12.1,5,1
"4375","No","no",229.1,120,243.6,102,11,4,3
"4376","No","no",157.4,83,160.4,92,11.4,5,0
"4377","Yes","no",185.6,109,171.6,100,10.7,3,1
"4378","No","no",217.2,73,133.5,97,5.2,3,4
"4379","No","no",183.1,128,211.1,108,12.5,4,0
"4380","No","no",218.5,89,181.6,76,4.9,5,4
"4381","No","no",143.8,76,194.7,105,12.3,1,0
"4382","No","no",223.6,83,153,119,4.7,8,4
"4383","No","no",189.1,104,227.9,128,8.2,2,1
"4384","Yes","no",143,100,59.5,81,12.3,8,4
"4385","No","no",147.2,105,165.3,118,13,4,1
"4386","No","no",224,75,211.6,80,10.7,5,2
"4387","Yes","yes",132.9,132,260.5,42,14.4,11,2
"4388","No","no",160.3,110,130.7,119,10.5,4,0
"4389","No","no",213.8,103,218.4,114,7.2,6,1
"4390","No","no",248.2,128,147.1,117,10,6,2
"4391","No","no",174.6,88,259.7,103,12.2,3,3
"4392","No","no",205.5,102,182.3,99,6.4,4,0
"4393","No","no",209.1,104,214.4,83,14.8,4,3
"4394","No","no",251.1,81,184.6,90,12.7,5,0
"4395","No","no",187.6,113,139.7,92,9.8,5,3
"4396","No","no",137.3,94,206,105,9.8,4,1
"4397","No","no",197.5,89,313.4,121,19.7,2,1
"4398","No","no",221.6,88,211.7,116,8.6,9,1
"4399","No","no",200.7,151,186.7,105,10.2,9,1
"4400","No","no",226.3,82,181.5,90,8.9,4,0
"4401","No","no",212.8,79,152.3,67,11.9,3,2
"4402","No","no",213.3,99,227.9,98,10.8,5,1
"4403","No","yes",177.1,102,153.3,66,8.8,4,2
"4404","No","no",229.2,59,291.6,109,8.5,5,0
"4405","Yes","no",129.4,120,214.4,83,12.6,4,4
"4406","No","no",203.1,97,250.9,94,9.2,4,4
"4407","Yes","yes",232.2,98,151.3,69,10.6,1,7
"4408","No","no",138.5,96,212.7,91,7.7,3,2
"4409","No","no",189.3,74,228.2,78,8.5,13,3
"4410","No","no",141,99,284.6,89,11.7,3,0
"4411","No","no",118.6,106,94.7,12,13.3,1,2
"4412","Yes","no",254.2,97,256.3,82,13.6,6,0
"4413","No","no",176.5,85,227.7,90,8.7,5,1
"4414","No","no",234.3,111,157.3,101,5.8,10,3
"4415","No","no",147.3,75,216.9,101,13.2,3,2
"4416","No","no",171,129,130.2,90,4.6,6,0
"4417","No","no",177.9,85,140.5,83,10.3,1,2
"4418","No","no",240.6,92,297,82,12.7,9,5
"4419","No","no",114.4,108,198.1,78,8.9,3,0
"4420","No","no",113.9,112,216.7,95,15.6,3,2
"4421","No","no",180,65,182.8,111,8.3,6,1
"4422","Yes","no",177.4,102,132.4,120,6.6,4,4
"4423","No","no",110.8,123,212.9,77,8.9,4,2
"4424","No","no",138.7,99,261.7,95,13,5,2
"4425","No","no",211.8,99,244.2,125,11.2,4,2
"4426","No","no",234.5,113,122.7,110,12.9,3,4
"4427","No","no",240.2,86,156.6,121,7.5,4,1
"4428","No","no",222.4,105,233.3,113,9.9,8,1
"4429","No","no",280.4,95,190,65,9.9,1,3
"4430","No","no",113.3,137,228.8,98,10.1,7,2
"4431","No","no",107,146,149.8,108,7.2,3,2
"4432","No","no",184.5,131,188.9,114,13.1,10,1
"4433","No","no",163.2,106,172.6,100,9.7,5,1
"4434","No","no",193.8,113,208.9,94,12.6,3,3
"4435","No","no",185.1,91,198.5,79,12.7,10,2
"4436","No","no",151.5,106,214.1,87,12.4,9,3
"4437","No","no",143.7,82,310.9,112,9.8,1,2
"4438","Yes","yes",169.5,117,204,120,9.7,1,0
"4439","No","no",211.3,100,217.1,77,6.3,5,0
"4440","No","no",184.1,67,193.3,121,13.3,3,0
"4441","No","no",154,122,186.2,105,10.8,8,1
"4442","No","no",209.4,125,208.6,73,8.1,4,2
"4443","No","no",166.3,114,215.3,108,10.4,10,2
"4444","No","no",108.6,128,173.6,67,9.3,6,0
"4445","No","no",230.3,82,227.7,125,9,2,1
"4446","No","no",200.1,44,146.3,123,10.6,5,1
"4447","No","no",179.2,95,187.7,100,13.2,2,1
"4448","No","no",261.6,83,246.9,50,7.3,3,4
"4449","No","no",129.5,94,154.3,110,9.9,5,3
"4450","No","no",164,111,220.7,105,9.3,2,1
"4451","No","no",230.7,117,182.2,109,9.2,4,2
"4452","No","no",207.2,90,182,74,0,0,0
"4453","No","no",171.9,99,174.9,81,12.5,4,1
"4454","No","no",181.7,88,209.1,111,9.5,5,2
"4455","No","no",240.7,119,120.6,56,7.7,2,2
"4456","No","no",198.2,108,238.9,86,12.1,2,1
"4457","No","no",96,95,172.9,114,6.7,3,3
"4458","No","no",165.2,109,205,74,9.9,4,0
"4459","No","no",171.5,75,187.4,84,9.7,6,1
"4460","No","no",111.7,68,255.5,109,7.8,4,1
"4461","No","no",152.7,98,264.5,90,7.9,3,2
"4462","No","no",194.7,105,236.9,143,11.6,3,3
"4463","No","no",119.9,108,151.1,124,8.1,7,3
"4464","No","no",222.9,129,141.3,99,9.9,2,1
"4465","No","no",210.7,46,170.4,79,13.2,3,1
"4466","Yes","no",254.6,107,229.6,77,9,18,2
"4467","No","no",265,100,247.7,94,10.7,3,1
"4468","No","no",172.3,135,131.5,104,11.5,4,3
"4469","No","no",259.1,140,188.3,79,12.8,3,0
"4470","No","no",211.4,91,207.3,109,11.6,3,1
"4471","No","yes",175.9,87,156.2,113,10.4,3,2
"4472","Yes","yes",135,108,144.6,96,10.5,1,1
"4473","No","yes",115.5,90,197.7,110,7,3,0
"4474","No","no",193,82,135.9,79,14.4,3,0
"4475","No","no",167.4,105,209.3,83,16,2,1
"4476","No","no",190.7,100,202.5,101,12.4,5,1
"4477","Yes","no",325.5,128,199.8,93,5.7,7,1
"4478","No","no",139,98,160.4,113,14.5,2,3
"4479","No","no",155.9,110,229.2,81,11.5,13,0
"4480","No","no",182.1,97,246.2,103,15,2,0
"4481","No","no",139.8,152,96.9,111,7.9,10,2
